"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CAPNS11",1.02608295186695e-24,1.31989542486818,0.408,0.105,2.07535537844609e-20,"5","CAPNS1"
"ST3GAL5",1.07348228060473e-24,1.71174281842751,0.287,0.058,2.17122526075113e-20,"5","ST3GAL5"
"GAS71",1.19303632947454e-24,1.78379165883537,0.414,0.108,2.4130352799952e-20,"5","GAS7"
"SH3BGRL1",2.4696754513701e-24,1.36600977186531,0.809,0.415,4.99516556794116e-20,"5","SH3BGRL"
"ATP6V0D11",3.30088932214109e-24,1.40569948012027,0.503,0.149,6.67637874296257e-20,"5","ATP6V0D1"
"HLA-DPB12",4.14635673513561e-24,0.595361805149207,0.917,0.419,8.38642113248529e-20,"5","HLA-DPB1"
"ACAA1",4.99645506471179e-24,1.77474265700477,0.395,0.102,1.01058300138861e-19,"5","ACAA1"
"UBE2J1",9.43653804516433e-24,1.28307584601651,0.452,0.131,1.90863418501494e-19,"5","UBE2J1"
"ZYX1",1.00252446423697e-23,1.22128001852599,0.376,0.095,2.0277059813657e-19,"5","ZYX"
"IQSEC1",1.0590557443575e-23,1.13900596694189,0.497,0.144,2.14204614853748e-19,"5","IQSEC1"
"TSPO1",1.11354813297884e-23,0.87840744077314,0.866,0.413,2.25226245376299e-19,"5","TSPO"
"RAB321",1.31428298451009e-23,1.09940981181099,0.318,0.071,2.65826876447012e-19,"5","RAB32"
"NUMB1",1.93058605478406e-23,1.14332814380557,0.452,0.132,3.90480335440624e-19,"5","NUMB"
"MAP2K3",1.97623084153926e-23,1.21290168069805,0.42,0.113,3.99712450009731e-19,"5","MAP2K3"
"RAB8A",2.0761170585125e-23,1.27486181276315,0.535,0.176,4.19915436254739e-19,"5","RAB8A"
"PTPN18",2.15061267189758e-23,1.36623710223047,0.42,0.116,4.34982919018005e-19,"5","PTPN18"
"SAMSN1",2.90704075461525e-23,1.774774341507,0.446,0.13,5.87978063028481e-19,"5","SAMSN1"
"CFL1",4.87290407696224e-23,0.600406389146618,0.987,0.882,9.85593578606382e-19,"5","CFL1"
"RNPEP",5.05368145473128e-23,1.74550921969283,0.318,0.074,1.02215761103395e-18,"5","RNPEP"
"PSMB31",9.90532252742629e-23,1.01925236873816,0.803,0.338,2.00345053439724e-18,"5","PSMB3"
"RARA",1.1143571943486e-22,1.51617746977288,0.338,0.083,2.25389886128948e-18,"5","RARA"
"GUSB",1.17516561541457e-22,1.64014932374328,0.408,0.112,2.3768899737375e-18,"5","GUSB"
"C11orf21",1.38531810134024e-22,1.64440930149678,0.255,0.05,2.80194439177076e-18,"5","C11orf21"
"CNIH4",1.44531459199423e-22,2.76818322548403,0.287,0.063,2.92329329376753e-18,"5","CNIH4"
"CIMAP1B1",1.73043391853457e-22,1.12990329760943,0.369,0.094,3.49997564362802e-18,"5","CIMAP1B"
"CAT",1.81910495753515e-22,1.34170124890626,0.395,0.11,3.67932168711059e-18,"5","CAT"
"MIS18BP1",1.8875403021275e-22,1.23541989723371,0.293,0.064,3.81773901508308e-18,"5","MIS18BP1"
"CAPZA21",2.21173625381988e-22,0.928014404723715,0.567,0.19,4.47345774697609e-18,"5","CAPZA2"
"DENND5A",2.78526011423187e-22,1.56075680238616,0.318,0.074,5.63346710704537e-18,"5","DENND5A"
"ATP5F1B1",3.3041814613581e-22,1.09767631062036,0.752,0.327,6.6830374237429e-18,"5","ATP5F1B"
"ANXA4",3.31815847140998e-22,1.65233769068059,0.338,0.086,6.71130732427382e-18,"5","ANXA4"
"RHOA1",4.08685699108199e-22,0.930246510660826,0.885,0.494,8.26607695016243e-18,"5","RHOA"
"MYO1F2",4.2059973598992e-22,0.932924045107269,0.707,0.294,8.50705026013211e-18,"5","MYO1F"
"GSTO11",6.96053398220736e-22,0.962239246378435,0.637,0.245,1.40783760324126e-17,"5","GSTO1"
"RNASEK1",7.65123335828321e-22,0.909116906895155,0.885,0.5,1.54753845904636e-17,"5","RNASEK"
"RBM471",8.18143224211996e-22,1.19506853391667,0.344,0.089,1.65477648529118e-17,"5","RBM47"
"SYK2",1.00741010105097e-21,0.959560881276663,0.49,0.15,2.03758767038568e-17,"5","SYK"
"EFHD21",1.1727182046526e-21,1.42587981882723,0.503,0.162,2.37193984073034e-17,"5","EFHD2"
"CSGALNACT2",1.25389717514032e-21,2.39571805202515,0.35,0.091,2.53613242643881e-17,"5","CSGALNACT2"
"GLUL1",1.34963242612896e-21,1.32089040919645,0.35,0.091,2.72976654508842e-17,"5","GLUL"
"GMFG1",1.40220710805367e-21,0.732287390142022,0.93,0.66,2.83610409674935e-17,"5","GMFG"
"IFI61",1.59880865879442e-21,0.668358807813173,0.764,0.326,3.2337503932776e-17,"5","IFI6"
"ATP1B31",1.67457484801135e-21,1.31070650327796,0.586,0.205,3.38699508758776e-17,"5","ATP1B3"
"AOAH2",1.89771546268117e-21,0.674875556969176,0.783,0.306,3.83831929481894e-17,"5","AOAH"
"UQCRC11",2.17861465532861e-21,1.0786149034801,0.465,0.146,4.40646600186764e-17,"5","UQCRC1"
"TRAPPC51",2.33351133098286e-21,0.822223492227041,0.764,0.317,4.71976001804594e-17,"5","TRAPPC5"
"PDLIM5",2.40166130150201e-21,1.70447298262918,0.274,0.06,4.85760014841796e-17,"5","PDLIM5"
"SBF2",2.54723178574696e-21,1.28556557241889,0.414,0.124,5.15203100985181e-17,"5","SBF2"
"POLE41",2.81494098671837e-21,1.1721114408053,0.49,0.153,5.69349963973658e-17,"5","POLE4"
"PSEN1",2.8676594420715e-21,1.35520348854924,0.331,0.083,5.80012798753382e-17,"5","PSEN1"
"CHMP4B1",2.87010337646466e-21,1.33351051448811,0.459,0.145,5.80507108923741e-17,"5","CHMP4B"
"CHN2",3.20235451579382e-21,1.27703653441233,0.293,0.067,6.47708224364459e-17,"5","CHN2"
"ENSG00000293060",4.74385101515633e-21,1.51707518322438,0.312,0.077,9.5949130632552e-17,"5","ENSG00000293060"
"POLD42",4.87743669825019e-21,1.08897163629659,0.701,0.301,9.86510346588084e-17,"5","POLD4"
"LRMDA1",4.99725513829209e-21,1.79088491286975,0.287,0.068,1.01074482427096e-16,"5","LRMDA"
"AGTRAP1",5.38974687991485e-21,1.15826800153482,0.42,0.123,1.09013020393158e-16,"5","AGTRAP"
"SERP11",5.48495234584847e-21,0.826521519715653,0.879,0.505,1.10938646147131e-16,"5","SERP1"
"SH3BP2",7.10960807169966e-21,1.59914222097706,0.255,0.054,1.43798932858197e-16,"5","SH3BP2"
"NOTCH2",7.13730028597493e-21,1.62273988149912,0.299,0.073,1.44359035584129e-16,"5","NOTCH2"
"SUPT4H11",8.64674393021655e-21,1.06990081515482,0.631,0.24,1.7488904273256e-16,"5","SUPT4H1"
"LSP11",9.90287590647641e-21,1.06567922288219,0.847,0.479,2.00295568084392e-16,"5","LSP1"
"RAB11FIP11",1.61343267355494e-20,1.04954405966888,0.465,0.144,3.26332892553222e-16,"5","RAB11FIP1"
"SVIL",1.66086553928447e-20,1.83700453159517,0.338,0.09,3.35926663975678e-16,"5","SVIL"
"CUX11",1.99555810180823e-20,1.59753734218125,0.529,0.194,4.03621581671733e-16,"5","CUX1"
"IRF7",2.25471333824861e-20,1.11361178290973,0.42,0.127,4.56038319794163e-16,"5","IRF7"
"CKS1B",2.46205640181597e-20,0.501140046892419,0.261,0.057,4.97975527831298e-16,"5","CKS1B"
"TPM3",3.23995566775944e-20,0.93852563239153,0.79,0.405,6.55313433361023e-16,"5","TPM3"
"PLEK",3.25982069227514e-20,0.819032893408908,0.439,0.13,6.59331333219571e-16,"5","PLEK"
"SERF21",3.54238697685088e-20,0.596025531729205,0.994,0.831,7.16483189937859e-16,"5","SERF2"
"AKIRIN2",3.90300864013262e-20,1.05624474329242,0.459,0.141,7.89422527553224e-16,"5","AKIRIN2"
"GRN1",3.93315323312294e-20,0.624889861101876,0.548,0.187,7.95519572931446e-16,"5","GRN"
"EXT1",4.08740574592594e-20,1.51220739858218,0.299,0.075,8.2671868617098e-16,"5","EXT1"
"MACROH2A11",4.20022418625453e-20,1.24880728606133,0.631,0.248,8.49537343911842e-16,"5","MACROH2A1"
"ZNF7061",6.39069413853631e-20,1.11147103903834,0.662,0.267,1.29258179646035e-15,"5","ZNF706"
"PGAM11",7.91598062464592e-20,1.31187139232667,0.701,0.304,1.60108624114088e-15,"5","PGAM1"
"COX5B1",8.56636676968214e-20,1.00876182079396,0.854,0.445,1.73263334283591e-15,"5","COX5B"
"ATP2B11",9.64570814990109e-20,0.886505527928992,0.605,0.231,1.950940930399e-15,"5","ATP2B1"
"RAP1B1",1.17296176477428e-19,0.732601884148078,0.828,0.455,2.37243246543246e-15,"5","RAP1B"
"DPEP2",1.60096073847705e-19,1.27560060238429,0.357,0.101,3.23810318964367e-15,"5","DPEP2"
"SCO21",1.75361543427642e-19,1.51026076010061,0.363,0.106,3.5468625773675e-15,"5","SCO2"
"LAMTOR41",1.88392431612238e-19,0.994075524591322,0.854,0.469,3.81042532178912e-15,"5","LAMTOR4"
"NICOL11",2.0648707673559e-19,1.18229856718157,0.433,0.135,4.17640761405404e-15,"5","NICOL1"
"EIF4EBP11",2.8865714067711e-19,1.48622196627407,0.344,0.095,5.83837932733522e-15,"5","EIF4EBP1"
"SNAP29",3.61463223368477e-19,0.966322597609588,0.287,0.069,7.31095515585082e-15,"5","SNAP29"
"SLC25A51",4.81403555990439e-19,0.913155961911448,0.822,0.445,9.73686832346261e-15,"5","SLC25A5"
"SCLT1",4.9047068480896e-19,1.20505437302699,0.363,0.103,9.92026007094603e-15,"5","SCLT1"
"CAP11",5.04632176612439e-19,0.833505045514895,0.752,0.344,1.02066904041632e-14,"5","CAP1"
"GNB21",5.68772800088032e-19,1.01487948141048,0.573,0.216,1.15039986545805e-14,"5","GNB2"
"SNAP23",5.95221568067618e-19,1.00221789767684,0.395,0.117,1.20389514357356e-14,"5","SNAP23"
"LACTB",7.85831621840577e-19,1.23583580888084,0.287,0.071,1.58942303833475e-14,"5","LACTB"
"WSB1",8.77097491928472e-19,0.860928677674109,0.688,0.289,1.77401738717453e-14,"5","WSB1"
"RALB",9.45933989485594e-19,1.44773972814393,0.287,0.071,1.91324608713356e-14,"5","RALB"
"PKN1",1.21033513874907e-18,1.33775652906438,0.389,0.12,2.44802385163387e-14,"5","PKN1"
"COX8A1",1.39666317692567e-18,0.993183587253339,0.764,0.343,2.82489094164985e-14,"5","COX8A"
"PHTF2",1.81859792512108e-18,1.64276316932997,0.325,0.088,3.6782961633499e-14,"5","PHTF2"
"SNX5",2.3308440348885e-18,1.89562928305015,0.306,0.079,4.71436514496548e-14,"5","SNX5"
"MAP3K1",2.34783889993184e-18,1.35197206130633,0.389,0.121,4.74873895900214e-14,"5","MAP3K1"
"CD551",2.34860412430518e-18,1.18324721413631,0.624,0.251,4.75028670181965e-14,"5","CD55"
"KLF3",4.22447474072335e-18,1.32444964682981,0.382,0.12,8.54442261058704e-14,"5","KLF3"
"C9orf721",5.12498991334326e-18,0.628737879863612,0.471,0.163,1.03658045987281e-13,"5","C9orf72"
"S100A102",5.37940156759858e-18,0.741423258833415,0.93,0.581,1.08803776106249e-13,"5","S100A10"
"COMMD9",5.44687193668834e-18,1.22215534948051,0.344,0.098,1.10168431791458e-13,"5","COMMD9"
"MOB1A",7.18239420611545e-18,1.15362880670919,0.446,0.153,1.45271105212891e-13,"5","MOB1A"
"PSME21",7.51432484126809e-18,0.962585675928698,0.822,0.495,1.51984734239488e-13,"5","PSME2"
"ENSG000002900181",7.81575845814293e-18,0.9768481421112,0.618,0.248,1.58081530574399e-13,"5","ENSG00000290018"
"MSN",8.00052265208064e-18,0.938373316032993,0.656,0.274,1.61818571160983e-13,"5","MSN"
"SEC11A1",8.31199351343152e-18,0.895849317550387,0.694,0.308,1.68118380802666e-13,"5","SEC11A"
"M6PR1",9.1727937004993e-18,1.12578428889134,0.548,0.215,1.85528925386299e-13,"5","M6PR"
"SCPEP11",1.11568045498263e-17,1.03125884474602,0.369,0.113,2.25657528824787e-13,"5","SCPEP1"
"ARRDC1",1.12200900562678e-17,1.26399497476159,0.293,0.077,2.26937541478073e-13,"5","ARRDC1"
"ATOX11",1.38822474169547e-17,1.12784122935149,0.363,0.111,2.80782336255326e-13,"5","ATOX1"
"ARPC51",1.5079354649089e-17,1.10659967443718,0.822,0.468,3.04995027132473e-13,"5","ARPC5"
"CTSH1",1.60177047583378e-17,0.941500743009914,0.427,0.139,3.23974096442141e-13,"5","CTSH"
"DOK22",1.8864860543034e-17,0.815794706050584,0.541,0.201,3.81560669343405e-13,"5","DOK2"
"GNAI21",2.05315044421262e-17,0.901508891247897,0.529,0.193,4.15270208846445e-13,"5","GNAI2"
"ATP2B1-AS11",2.87742580649684e-17,0.660495780344576,0.611,0.249,5.81988143622052e-13,"5","ATP2B1-AS1"
"CSK",2.89000910465966e-17,0.978816903174775,0.503,0.183,5.84533241508462e-13,"5","CSK"
"STK10",3.28244262951276e-17,0.931982548104121,0.624,0.247,6.6390684624525e-13,"5","STK10"
"CCT5",3.66639712455009e-17,1.21298282724703,0.433,0.15,7.41565482411502e-13,"5","CCT5"
"GLRX1",4.01441636907557e-17,0.846734505239566,0.694,0.32,8.11955854809224e-13,"5","GLRX"
"HIGD2A1",4.76633445758514e-17,1.03005211037772,0.828,0.435,9.64038807391171e-13,"5","HIGD2A"
"RTN3",5.6358607250344e-17,1.20941982523432,0.376,0.117,1.13990919024546e-12,"5","RTN3"
"PFKL",6.03112295258025e-17,1.21270654490199,0.299,0.081,1.21985492838888e-12,"5","PFKL"
"UBE2E21",6.10579429003243e-17,0.937100275572222,0.338,0.1,1.23495795310196e-12,"5","UBE2E2"
"LRRFIP2",6.30418114014618e-17,0.820384376690489,0.312,0.087,1.27508367740597e-12,"5","LRRFIP2"
"ASAP1",6.779647011233e-17,1.15623462583378,0.395,0.133,1.37125140449199e-12,"5","ASAP1"
"GDI21",7.81139498467618e-17,1.10908119633267,0.592,0.252,1.57993274960060e-12,"5","GDI2"
"IFI351",7.99795114586861e-17,0.690604135342215,0.452,0.154,1.61766559876339e-12,"5","IFI35"
"APLP21",9.14149201333147e-17,0.978907626168975,0.427,0.142,1.84895817461642e-12,"5","APLP2"
"WDFY2",1.088064758539e-16,1.1102510425866,0.433,0.147,2.20071978062098e-12,"5","WDFY2"
"SNX10",1.09550051716065e-16,0.88849928791429,0.306,0.086,2.21575934600912e-12,"5","SNX10"
"TUBA1A",1.20775399172255e-16,0.886943395004607,0.777,0.411,2.44280322365804e-12,"5","TUBA1A"
"COX171",1.25492855647603e-16,0.91736625862901,0.471,0.165,2.53821849832841e-12,"5","COX17"
"TMPO",1.49806509707161e-16,1.4228999237333,0.268,0.07,3.02998646533704e-12,"5","TMPO"
"FLNA1",1.59222514217093e-16,0.69289820141799,0.49,0.18,3.22043457255493e-12,"5","FLNA"
"LAMTOR51",1.59879646075341e-16,0.7897652376613,0.586,0.237,3.23372572151985e-12,"5","LAMTOR5"
"PRKCB1",2.12630433279868e-16,0.881174199981229,0.758,0.369,4.3006631435186e-12,"5","PRKCB"
"NOP101",2.35960427155593e-16,1.20502426104999,0.586,0.259,4.77253559964903e-12,"5","NOP10"
"GLIPR11",2.44304306920558e-16,0.983337144751505,0.439,0.154,4.9412989117752e-12,"5","GLIPR1"
"MLX",2.49441402983136e-16,1.4613612634132,0.318,0.093,5.0452018167369e-12,"5","MLX"
"RASGEF1B",2.49694302347042e-16,1.10225375486716,0.344,0.104,5.05031695927127e-12,"5","RASGEF1B"
"MTPN",2.5204687087209e-16,1.21617483503162,0.318,0.093,5.0979000102589e-12,"5","MTPN"
"PPP1CA",2.53503281622103e-16,1.01544213811145,0.822,0.467,5.12735737408865e-12,"5","PPP1CA"
"UBASH3B",2.76324289270497e-16,1.51579538929954,0.312,0.093,5.58893507478508e-12,"5","UBASH3B"
"BAX1",3.26256197481818e-16,1.15191767409963,0.643,0.262,6.59885785026725e-12,"5","BAX"
"MEF2C1",3.50198609116395e-16,0.518045578538444,0.369,0.117,7.0831170679882e-12,"5","MEF2C"
"TALDO11",3.64125609849833e-16,0.363053573801594,0.707,0.32,7.36480458482272e-12,"5","TALDO1"
"LTA4H",3.84570583607136e-16,1.09133737395149,0.389,0.129,7.77832462403793e-12,"5","LTA4H"
"MARCKSL1",4.19915349230075e-16,1.05911467590701,0.42,0.15,8.4932078535275e-12,"5","MARCKSL1"
"UBE2L61",5.65201081685977e-16,0.699948703562298,0.656,0.29,1.14317570781806e-11,"5","UBE2L6"
"SIPA1L12",5.71908534427353e-16,0.845131372595869,0.49,0.184,1.15674220173276e-11,"5","SIPA1L1"
"EPSTI11",7.17158906335048e-16,1.09025657826313,0.567,0.224,1.45052560395327e-11,"5","EPSTI1"
"NUDT3",9.16236033437194e-16,1.21056479304821,0.312,0.092,1.85317900123007e-11,"5","NUDT3"
"LSM6",1.03516511574318e-15,1.78508553267825,0.395,0.135,2.09372496310216e-11,"5","LSM6"
"RIPK2",1.04617867802869e-15,1.2497958513598,0.287,0.081,2.11600099418084e-11,"5","RIPK2"
"COX6B11",1.10964761044142e-15,0.707294007460697,0.879,0.529,2.24437325687881e-11,"5","COX6B1"
"REEP51",1.13617143127928e-15,1.43287782559985,0.535,0.223,2.29802033690547e-11,"5","REEP5"
"PGK1",1.77071045431633e-15,1.08276098220075,0.777,0.439,3.58143896490021e-11,"5","PGK1"
"MPC1",1.86860782441292e-15,1.2289229431423,0.401,0.141,3.77944618565758e-11,"5","MPC1"
"NR4A11",1.90540840483751e-15,1.08222366267421,0.338,0.106,3.85387903962436e-11,"5","NR4A1"
"ARHGDIB",1.92195387268587e-15,0.524157406949685,0.981,0.89,3.88734390289444e-11,"5","ARHGDIB"
"ELOB1",2.5032657370526e-15,0.778462696174132,0.79,0.449,5.06310527976258e-11,"5","ELOB"
"FMNL11",2.64539971126671e-15,0.771709467302321,0.497,0.188,5.35058545600806e-11,"5","FMNL1"
"SMAP21",2.82585987747045e-15,0.787354744824443,0.465,0.171,5.71558418817173e-11,"5","SMAP2"
"SUSD6",2.89909851599612e-15,1.17504142230064,0.255,0.067,5.86371665845374e-11,"5","SUSD6"
"MAP3K3",3.07654391878167e-15,1.43625841934079,0.268,0.075,6.22261773012782e-11,"5","MAP3K3"
"VAMP51",3.18749191377182e-15,0.985724699498136,0.471,0.186,6.44702114479488e-11,"5","VAMP5"
"UTRN",3.35183590461779e-15,0.899078054638848,0.662,0.29,6.77942330067995e-11,"5","UTRN"
"CBR1",3.40910022468752e-15,1.08482815811443,0.318,0.095,6.89524611445298e-11,"5","CBR1"
"UBE2F",3.46947787847226e-15,0.736227127208656,0.376,0.122,7.017365956998e-11,"5","UBE2F"
"RTN41",3.59852114528538e-15,1.41196358293257,0.541,0.224,7.27836886845421e-11,"5","RTN4"
"CLIC12",3.88477496247562e-15,0.63082582568169,0.917,0.581,7.8573458391032e-11,"5","CLIC1"
"DIAPH2",4.49764354141773e-15,0.913271318921342,0.408,0.14,9.09693382687151e-11,"5","DIAPH2"
"USP32",4.9004320484195e-15,1.66561498954504,0.293,0.088,9.91161386113328e-11,"5","USP32"
"ENY21",5.06491112359425e-15,1.48612746998247,0.439,0.163,1.02442892385817e-10,"5","ENY2"
"MED13L1",5.94777877838035e-15,1.18703713879208,0.548,0.221,1.20299773571521e-10,"5","MED13L"
"MAPK1",6.68424420139747e-15,1.05185808082519,0.389,0.134,1.35195523217465e-10,"5","MAPK1"
"CAPZB",6.98623461004581e-15,0.638313645606231,0.86,0.56,1.41303581222786e-10,"5","CAPZB"
"WASF21",8.11643232612291e-15,0.765798428828846,0.516,0.194,1.64162960228162e-10,"5","WASF2"
"CDKN2D",9.13280192939596e-15,0.670232637071703,0.478,0.183,1.84720051823963e-10,"5","CDKN2D"
"MTHFD2",1.18926203669652e-14,1.40908308604052,0.28,0.083,2.40540139542238e-10,"5","MTHFD2"
"SPATA13",1.45027809274923e-14,1.40031558937149,0.293,0.09,2.93333247039458e-10,"5","SPATA13"
"PSMB91",1.71382310408929e-14,0.789115455674363,0.873,0.566,3.46637861033099e-10,"5","PSMB9"
"COX5A1",2.09830225799143e-14,0.658033198711165,0.656,0.306,4.24402614701347e-10,"5","COX5A"
"SNX32",2.30029020718098e-14,0.559488997640091,0.79,0.412,4.65256697304424e-10,"5","SNX3"
"LAPTM4A",2.36394951740313e-14,0.953620170525546,0.471,0.192,4.78132429389957e-10,"5","LAPTM4A"
"GNAI3",2.64988123828906e-14,1.0121968636475,0.395,0.14,5.35964979256345e-10,"5","GNAI3"
"VPS29",2.80353947104196e-14,0.871951402572638,0.51,0.201,5.67043893412948e-10,"5","VPS29"
"TSPAN14",3.08918725786288e-14,1.0163687603324,0.306,0.095,6.24819014775346e-10,"5","TSPAN14"
"RAPGEF1",3.54069372963048e-14,1.01574579718057,0.414,0.151,7.16140713755061e-10,"5","RAPGEF1"
"CTSD1",3.67515055666027e-14,0.713634569668523,0.522,0.211,7.43335951590106e-10,"5","CTSD"
"RRP121",3.71282706254779e-14,1.06758192019491,0.414,0.159,7.50956401670916e-10,"5","RRP12"
"POMP",4.43331780968483e-14,0.9634859369072,0.376,0.129,8.96682860186854e-10,"5","POMP"
"EIF4A11",5.07204621398221e-14,0.529068496985891,0.911,0.628,1.02587206724004e-09,"5","EIF4A1"
"SDCBP1",5.09957331766388e-14,0.8503087935323,0.554,0.239,1.0314396992307e-09,"5","SDCBP"
"RNF1811",5.23744108552246e-14,0.918683870027079,0.465,0.179,1.05932483395777e-09,"5","RNF181"
"DOCK21",5.33886963085388e-14,0.84882366564033,0.567,0.247,1.07983977153651e-09,"5","DOCK2"
"TNFRSF1A",6.9046059185879e-14,2.0821601204706,0.268,0.078,1.39652559309359e-09,"5","TNFRSF1A"
"PRDX51",7.24431243888521e-14,0.638955655784211,0.682,0.313,1.46523463388892e-09,"5","PRDX5"
"CCDC12",7.391946841942e-14,1.24387495065295,0.567,0.242,1.49509516825119e-09,"5","CCDC12"
"MX21",7.96285940293698e-14,0.99036081169099,0.401,0.145,1.61056794283803e-09,"5","MX2"
"TXNDC17",8.07430585744692e-14,0.893156638049347,0.28,0.084,1.63310910272721e-09,"5","TXNDC17"
"SRA1",8.41188344735025e-14,0.782213501940159,0.312,0.1,1.70138754606106e-09,"5","SRA1"
"WAS1",9.45995160763036e-14,0.843860634592875,0.478,0.187,1.91336981215932e-09,"5","WAS"
"CEBPD1",1.04256703104495e-13,0.45143352282994,0.471,0.176,2.10869607699151e-09,"5","CEBPD"
"PLIN2",1.14317240724814e-13,1.11775819876275,0.312,0.1,2.31218051090008e-09,"5","PLIN2"
"FAM32A",1.15012523617659e-13,0.989672400002696,0.325,0.109,2.32624330269077e-09,"5","FAM32A"
"GBP2",1.29560782667656e-13,0.952940840463783,0.433,0.168,2.62049639023602e-09,"5","GBP2"
"ALDOA1",1.6738006623333e-13,0.75109980538531,0.49,0.188,3.38542921963533e-09,"5","ALDOA"
"STMP1",1.78386519591228e-13,0.863654487468755,0.427,0.16,3.60804574525218e-09,"5","STMP1"
"PPT11",1.79660082586892e-13,1.01021438762904,0.414,0.156,3.63380483040248e-09,"5","PPT1"
"FPR11",1.84020545107887e-13,1.26562100628065,0.287,0.09,3.72199954535211e-09,"5","FPR1"
"MAP3K81",1.96040498876647e-13,0.703208322404399,0.344,0.117,3.96511513027905e-09,"5","MAP3K8"
"GCA1",2.06825046371684e-13,1.86933269878896,0.325,0.108,4.18324338791368e-09,"5","GCA"
"RAB5IF1",2.31046029950123e-13,0.631671853868442,0.669,0.297,4.67313700177119e-09,"5","RAB5IF"
"BRK11",3.05987508766224e-13,0.761418797960733,0.841,0.498,6.18890335230564e-09,"5","BRK1"
"ADA21",3.36153634247231e-13,1.39752585877874,0.357,0.126,6.7990434062845e-09,"5","ADA2"
"CASP41",3.49981481471971e-13,0.597407211507118,0.611,0.277,7.07872544425208e-09,"5","CASP4"
"IL10RB",3.65516573033693e-13,1.0173719710199,0.331,0.112,7.39293820617947e-09,"5","IL10RB"
"NDUFB5",3.95495883557279e-13,1.41557092082353,0.446,0.178,7.99929974082953e-09,"5","NDUFB5"
"DLEU2",4.0877598313393e-13,0.87679301433919,0.344,0.117,8.26790303486686e-09,"5","DLEU2"
"ATP5MF1",4.12120224881918e-13,0.731170449144987,0.643,0.284,8.33554366846167e-09,"5","ATP5MF"
"ATG16L2",4.28858749652591e-13,1.51330904702357,0.268,0.081,8.6740970704733e-09,"5","ATG16L2"
"SMS1",4.78179510821591e-13,0.843380059107214,0.395,0.148,9.6716587858775e-09,"5","SMS"
"IDH2",5.02997053428239e-13,1.59286860735411,0.433,0.167,1.01736184026396e-08,"5","IDH2"
"NMI",5.15090045244201e-13,1.07545634068895,0.376,0.138,1.04182112551092e-08,"5","NMI"
"ATP6V1F1",6.09747652370781e-13,0.572807892408764,0.682,0.322,1.23327560168514e-08,"5","ATP6V1F"
"EIF61",6.12403869906208e-13,0.909339410776016,0.459,0.188,1.2386480672723e-08,"5","EIF6"
"RABGEF11",7.15376806811982e-13,0.72124178904839,0.611,0.304,1.44692112945791e-08,"5","RABGEF1"
"GPI",8.06707254776497e-13,1.01316507052067,0.318,0.109,1.63164609351094e-08,"5","GPI"
"ARL6IP41",8.23042703274394e-13,0.621897275603134,0.822,0.451,1.66468617164279e-08,"5","ARL6IP4"
"ARPC1A",1.01467320141392e-12,0.819080956298673,0.344,0.117,2.0522780171798e-08,"5","ARPC1A"
"SPG11",1.01535022620029e-12,0.893740144796152,0.299,0.098,2.05364736751271e-08,"5","SPG11"
"NDUFA131",1.07568633192417e-12,0.828504399788654,0.758,0.438,2.17568317494982e-08,"5","NDUFA13"
"ACTR2",1.29522316636139e-12,0.737556508590659,0.567,0.245,2.61971837628254e-08,"5","ACTR2"
"POLR3K",1.3398135895231e-12,1.02994844166273,0.274,0.087,2.70990696616942e-08,"5","POLR3K"
"YWHAH",1.48495828537609e-12,0.969050174488947,0.395,0.157,3.00347662800168e-08,"5","YWHAH"
"LYSMD2",1.89061345433982e-12,1.06278317238759,0.433,0.17,3.82395477274771e-08,"5","LYSMD2"
